State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,Temparetue,Rainfall,Humidity,Sun hours
West Bengal,BARDHAMAN,2019,Rabi       ,Khesari,335,308,21.6,156,63,9.2
West Bengal,BARDHAMAN,2019,Rabi       ,Linseed,228,56,21.6,156,63,9.2
West Bengal,BARDHAMAN,2019,Rabi       ,Maize,286,647,21.6,156,63,9.2
West Bengal,BARDHAMAN,2019,Rabi       ,Masoor,1917,1556,21.6,156,63,9.2
West Bengal,BARDHAMAN,2019,Rabi       ,Moong(Green Gram),5,2,21.6,156,63,9.2
West Bengal,BARDHAMAN,2019,Rabi       ,Peas & beans (Pulses),391,397,21.6,156,63,9.2
West Bengal,BARDHAMAN,2019,Rabi       ,Potato,60128,1922143,21.6,156,63,9.2
West Bengal,BARDHAMAN,2019,Rabi       ,Rapeseed &Mustard,22320,22087,21.6,156,63,9.2
West Bengal,BARDHAMAN,2019,Rabi       ,Safflower,10,6,21.6,156,63,9.2
West Bengal,BARDHAMAN,2019,Rabi       ,Urad,110,99,21.6,156,63,9.2
West Bengal,BARDHAMAN,2019,Rabi       ,Wheat,2687,7723,21.6,156,63,9.2
West Bengal,BARDHAMAN,2019,Summer     ,Groundnut,575,1018,36.4,243,59,10.1
West Bengal,BARDHAMAN,2019,Summer     ,Maize,276,555,36.4,243,59,10.1
West Bengal,BARDHAMAN,2019,Summer     ,Moong(Green Gram),69,82,36.4,243,59,10.1
West Bengal,BARDHAMAN,2019,Summer     ,Rice,150267,490532,36.4,243,59,10.1
West Bengal,BARDHAMAN,2019,Summer     ,Sesamum,17132,15571,36.4,243,59,10.1
West Bengal,BARDHAMAN,2019,Annual ,Sugarcane,1440,113754,26.89,1601,79.1,8.9
West Bengal,BARDHAMAN,2019,Winter     ,Rice,419814,1361138,17.2,43,61.1,9.23
